"TIME","GEO","UNIT","SEX","AGE","ICD10","Value","Flag and Footnotes"
"2004","Greece","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2004","Greece","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2004","Greece","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","55,084",""
"2004","Greece","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","355",""
"2004","Greece","Number","Males","Total","Tuberculosis","55",""
"2004","Greece","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","57",""
"2004","Greece","Number","Males","Total","Human immunodeficiency virus [HIV] disease","13",""
"2004","Greece","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","224",""
"2004","Greece","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","4",""
"2004","Greece","Number","Males","Less than 1 year","Tuberculosis","0",""
"2004","Greece","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","1",""
"2004","Greece","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","54",""
"2004","Greece","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2004","Greece","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2004","Greece","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","50",""
"2004","Greece","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2004","Greece","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2004","Greece","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","51",""
"2004","Greece","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2004","Greece","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2004","Greece","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","49,858",""
"2004","Greece","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","312",""
"2004","Greece","Number","Females","Total","Tuberculosis","20",""
"2004","Greece","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","32",""
"2004","Greece","Number","Females","Total","Human immunodeficiency virus [HIV] disease","3",""
"2004","Greece","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","205",""
"2004","Greece","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","2",""
"2004","Greece","Number","Females","Less than 1 year","Tuberculosis","0",""
"2004","Greece","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","40",""
"2004","Greece","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2004","Greece","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2004","Greece","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","24",""
"2004","Greece","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","1",""
"2004","Greece","Number","Females","From 5 to 9 years","Tuberculosis","0",""
"2004","Greece","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Greece","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","24",""
"2004","Greece","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","0",""
"2004","Greece","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2004","Greece","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Greece","Number","Females","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Spain","Number","Total","Total","All causes of death (A00-Y89) excluding S00-T98","371,934",""
"2004","Spain","Number","Total","Total","Certain infectious and parasitic diseases (A00-B99)","7,215",""
"2004","Spain","Number","Total","Total","Tuberculosis","445",""
"2004","Spain","Number","Total","Total","Viral hepatitis and sequelae of viral hepatitis","1,114",""
"2004","Spain","Number","Total","Total","Human immunodeficiency virus [HIV] disease","1,551",""
"2004","Spain","Number","Total","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,813",""
"2004","Spain","Number","Total","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","28",""
"2004","Spain","Number","Total","Less than 1 year","Tuberculosis","0",""
"2004","Spain","Number","Total","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","1",""
"2004","Spain","Number","Total","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2004","Spain","Number","Total","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","379",""
"2004","Spain","Number","Total","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","22",""
"2004","Spain","Number","Total","From 1 to 4 years","Tuberculosis","0",""
"2004","Spain","Number","Total","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Total","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Spain","Number","Total","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","222",""
"2004","Spain","Number","Total","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","9",""
"2004","Spain","Number","Total","From 5 to 9 years","Tuberculosis","1",""
"2004","Spain","Number","Total","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Total","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2004","Spain","Number","Total","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","308",""
"2004","Spain","Number","Total","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","10",""
"2004","Spain","Number","Total","From 10 to 14 years","Tuberculosis","0",""
"2004","Spain","Number","Total","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Total","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","1",""
"2004","Spain","Number","Males","Total","All causes of death (A00-Y89) excluding S00-T98","194,928",""
"2004","Spain","Number","Males","Total","Certain infectious and parasitic diseases (A00-B99)","4,080",""
"2004","Spain","Number","Males","Total","Tuberculosis","300",""
"2004","Spain","Number","Males","Total","Viral hepatitis and sequelae of viral hepatitis","587",""
"2004","Spain","Number","Males","Total","Human immunodeficiency virus [HIV] disease","1,271",""
"2004","Spain","Number","Males","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","1,034",""
"2004","Spain","Number","Males","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","16",""
"2004","Spain","Number","Males","Less than 1 year","Tuberculosis","0",""
"2004","Spain","Number","Males","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","1",""
"2004","Spain","Number","Males","Less than 1 year","Human immunodeficiency virus [HIV] disease","0",""
"2004","Spain","Number","Males","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","204",""
"2004","Spain","Number","Males","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","13",""
"2004","Spain","Number","Males","From 1 to 4 years","Tuberculosis","0",""
"2004","Spain","Number","Males","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Males","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Spain","Number","Males","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","134",""
"2004","Spain","Number","Males","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","7",""
"2004","Spain","Number","Males","From 5 to 9 years","Tuberculosis","0",""
"2004","Spain","Number","Males","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Males","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","1",""
"2004","Spain","Number","Males","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","196",""
"2004","Spain","Number","Males","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","7",""
"2004","Spain","Number","Males","From 10 to 14 years","Tuberculosis","0",""
"2004","Spain","Number","Males","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Males","From 10 to 14 years","Human immunodeficiency virus [HIV] disease","1",""
"2004","Spain","Number","Females","Total","All causes of death (A00-Y89) excluding S00-T98","177,006",""
"2004","Spain","Number","Females","Total","Certain infectious and parasitic diseases (A00-B99)","3,135",""
"2004","Spain","Number","Females","Total","Tuberculosis","145",""
"2004","Spain","Number","Females","Total","Viral hepatitis and sequelae of viral hepatitis","527",""
"2004","Spain","Number","Females","Total","Human immunodeficiency virus [HIV] disease","280",""
"2004","Spain","Number","Females","Less than 1 year","All causes of death (A00-Y89) excluding S00-T98","779",""
"2004","Spain","Number","Females","Less than 1 year","Certain infectious and parasitic diseases (A00-B99)","12",""
"2004","Spain","Number","Females","Less than 1 year","Tuberculosis","0",""
"2004","Spain","Number","Females","Less than 1 year","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Females","Less than 1 year","Human immunodeficiency virus [HIV] disease","1",""
"2004","Spain","Number","Females","From 1 to 4 years","All causes of death (A00-Y89) excluding S00-T98","175",""
"2004","Spain","Number","Females","From 1 to 4 years","Certain infectious and parasitic diseases (A00-B99)","9",""
"2004","Spain","Number","Females","From 1 to 4 years","Tuberculosis","0",""
"2004","Spain","Number","Females","From 1 to 4 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Females","From 1 to 4 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Spain","Number","Females","From 5 to 9 years","All causes of death (A00-Y89) excluding S00-T98","88",""
"2004","Spain","Number","Females","From 5 to 9 years","Certain infectious and parasitic diseases (A00-B99)","2",""
"2004","Spain","Number","Females","From 5 to 9 years","Tuberculosis","1",""
"2004","Spain","Number","Females","From 5 to 9 years","Viral hepatitis and sequelae of viral hepatitis","0",""
"2004","Spain","Number","Females","From 5 to 9 years","Human immunodeficiency virus [HIV] disease","0",""
"2004","Spain","Number","Females","From 10 to 14 years","All causes of death (A00-Y89) excluding S00-T98","112",""
"2004","Spain","Number","Females","From 10 to 14 years","Certain infectious and parasitic diseases (A00-B99)","3",""
"2004","Spain","Number","Females","From 10 to 14 years","Tuberculosis","0",""
"2004","Spain","Number","Females","From 10 to 14 years","Viral hepatitis and sequelae of viral hepatitis","0",""
